id,name,type,production,year,sex,birth,ethnicity,frequency
ErreurDeJeunesse,Erreur de jeunesse,0,5,1,99,99,99,99
EscapeRoom,Escape Room,0,5,4,99,99,99,99
EscoLina,Lina Esco,1,99,99,1,4,7,1
Euphoria,Euphoria,0,5,4,99,99,99,99
EvansAlice,Alice Evans,1,99,99,1,3,2,1
EvansLucia,Lucia Evans,1,99,99,1,4,9,1
Evelyn,Evelyn,0,5,3,99,99,99,99
EvenCowgirlsGetTheBlues,Even Cowgirls Get the Blues,0,5,2,99,99,99,99
EverhartAngie,Angie Everhart,1,99,99,1,2,7,1
Everly ,Everly ,0,5,4,99,99,99,99
EverybodysFine,Everybody's Fine,0,1,3,99,99,99,99
EverythingToGain,Everything to Gain,0,5,2,99,99,99,99
EvilHasAFace,Evil Has a Face,0,5,2,99,99,99,99
ExceptionToTheRule,Exception to the Rule,0,5,2,99,99,99,99
ExecutiveTarget,Executive Target,0,5,2,99,99,99,99
eXistenZ,eXistenZ,0,5,2,99,99,99,99
ExitStrategy,Exit Strategy,0,5,4,99,99,99,99
ExodusFall,Exodus Fall,0,5,4,99,99,99,99
Exotica,Exotica,0,1,2,99,99,99,99
Exposed,Exposed,0,5,4,99,99,99,99
EyeOfTheBeholder,Eye of the Beholder,0,5,2,99,99,99,99
Facade,Facade,0,5,2,99,99,99,99
Face,Face,0,5,2,99,99,99,99
FaceTheMusic,Face the Music,0,5,2,99,99,99,99
Faintheart,Faintheart,0,5,3,99,99,99,99
FairCity,Fair City,0,5,4,99,99,99,99
FairGame,Fair Game,0,5,2,99,99,99,99
FaisMoiPlaisir,Fais moi plaisir!,0,5,3,99,99,99,99
FaitAccompli,Fait Accompli,0,5,2,99,99,99,99
FaitesCommeSiJeNetaisPasLa,Faites comme si je n'étais pas là,0,5,3,99,99,99,99
FallGuyTheJohnStewartStory,Fall Guy the John Stewart Story,0,5,3,99,99,99,99
FalselyAccused,Falsely Accused,0,5,4,99,99,99,99
FalseWitness,False Witness ,0,5,3,99,99,99,99
FarewellToHarry,Farewell to Harry,0,5,3,99,99,99,99
FarinetHerosEtHorsLaLoi,"Farinet, héros et hors-la-loi",0,5,2,99,99,99,99
Farming,Farming,0,5,4,99,99,99,99
Farscape,Farscape,0,5,2,99,99,99,99
Fascination,Fascination,0,5,3,99,99,99,99
FatalInstinct,Fatal Instinct,0,5,2,99,99,99,99
FatalVows,Fatal Vows,0,5,4,99,99,99,99
FatherRupertMayer,Father Rupert Mayer,0,5,4,99,99,99,99
FathersAndSons,Fathers & Sons,0,5,2,99,99,99,99
Fatwa,Fatwa,0,5,3,99,99,99,99
Fausto,Fausto,0,5,2,99,99,99,99
FauxCoupable,Faux coupable,0,5,4,99,99,99,99
FavoriteDeadlySins,Favorite Deadly Sins,0,5,2,99,99,99,99
Fearless,Fearless,0,5,2,99,99,99,99
February,February,0,5,4,99,99,99,99
Felicity,Felicity,0,5,3,99,99,99,99
FeministFairytales,Feminist Fairytales,0,5,4,99,99,99,99
FeriteAMortre,Ferite a mortre,0,5,4,99,99,99,99
FieldOfLostShoes,Field of Lost Shoes,0,5,4,99,99,99,99
FiercePeople,Fierce People,0,5,3,99,99,99,99
FiftyDeadMenWalking,Fifty Dead Men Walking,0,5,3,99,99,99,99
FinalAnalysis,Final Analysis,0,5,2,99,99,99,99
FindingMrsClaus,Finding Mrs Claus,0,5,4,99,99,99,99
FindMeGuilty,Find Me Guilty,0,5,3,99,99,99,99
FireBirds,Fire Birds,0,5,2,99,99,99,99
FireInCairo,Fire in Cairo,0,5,4,99,99,99,99
FirstTarget,First Target,0,5,3,99,99,99,99
FistOfTheNorthStar,Fist of the North Star,0,5,2,99,99,99,99
FlashbacksOfAFool,Flashbacks of a Fool,0,5,3,99,99,99,99
Fled,Fled,0,5,2,99,99,99,99
FleshAndBone,Flesh and Bone,0,5,2,99,99,99,99
FlightOfTheIntruder,Flight of the Intruder,0,4,2,99,99,99,99
FloatingAway,Floating Away,0,5,2,99,99,99,99
Flypaper,Flypaper,0,5,4,99,99,99,99
FollowMeHome,Follow Me Home,0,5,2,99,99,99,99
FoolsRushIn,Fools Rush In,0,5,2,99,99,99,99
Forever,Forever,0,5,2,99,99,99,99
ForlaniClaire,Claire Forlani,1,99,99,1,3,2,2
ForLoversOnly,For Lovers Only,0,5,4,99,99,99,99
ForTheLoveOfGeorge,For the Love of George,0,5,4,99,99,99,99
ForYourConsideration,For Your Consideration,0,5,3,99,99,99,99
FourCornersOfSuburbia,Four Corners of Suburbia,0,5,3,99,99,99,99
FourLastSongs,Four Last Songs,0,5,3,99,99,99,99
FourRooms,Four Rooms,0,1,2,99,99,99,99
FourTalesOfTwoCities,Four Tales of Two Cities,0,5,2,99,99,99,99
Foxfire,Foxfire,0,5,2,99,99,99,99
FranceBoutique,France Boutique,0,5,3,99,99,99,99
FrankAndLola,Frank & Lola,0,5,4,99,99,99,99
Franklyn,Franklyn,0,5,3,99,99,99,99
FreddyGotFingered,Freddy Got Fingered,0,5,3,99,99,99,99
FreeMoney,Free Money,0,5,2,99,99,99,99
FreeTheNipple,Free The Nipple,0,5,4,99,99,99,99
Freeway,Freeway,0,5,2,99,99,99,99
Frida,Frida,0,1,3,99,99,99,99
FridayThe13thTheSeries,Friday the 13th: The Series,0,5,1,99,99,99,99
FriendsAndRomans,Friends and Romans,0,5,4,99,99,99,99
FriesWithThat,Fries with That,0,5,3,99,99,99,99
FromDuskTillDawn,From Dusk Till Dawn,0,5,2,99,99,99,99
FugitiveAmongUs,Fugitive Among Us,0,5,2,99,99,99,99
Future38,Future38,0,5,4,99,99,99,99
Gaffigan,Gaffigan,0,5,4,99,99,99,99
GaraiRomola,Romola Garai,1,99,99,1,4,2,2
GarfieldHis9Lives,Garfield: His 9 Lives,0,5,1,99,99,99,99
Gattaca,Gattaca,0,5,2,99,99,99,99
GeissLouisette,Louisette Geiss,1,99,99,1,99,7,1
GekijobanFurandaasuNoInu,Gekijoban Furandaasu no inu,0,5,2,99,99,99,99
GeorgeWallace,George Wallace,0,5,2,99,99,99,99
GetOverIt,Get Over It,0,1,3,99,99,99,99
GetSmart,Get Smart,0,5,3,99,99,99,99
GhostShip,Ghost Ship,0,5,3,99,99,99,99
GhostsNeverSleep,Ghosts Never Sleep ,0,5,3,99,99,99,99
GhostsOfMars,Ghosts Of Mars,0,5,3,99,99,99,99
Gia,Gia,0,5,2,99,99,99,99
Gingerclown,Gingerclown,0,5,4,99,99,99,99
Ginostra,Ginostra,0,5,3,99,99,99,99
GirlInterrupted,Girl Interrupted,0,5,2,99,99,99,99
Gladiator,Gladiator,0,3,3,99,99,99,99
GliSfiorati,Gli sfiorati,0,5,4,99,99,99,99
Glorious39,Glorious 39,0,5,3,99,99,99,99
Go,Go,0,5,2,99,99,99,99
GodPitching,God Pitching,0,5,4,99,99,99,99
GodrecheJudith,Judith Godreche,1,99,99,1,3,2,1
GodsAndGenerals,Gods and Generals,0,5,3,99,99,99,99
GoffTrish,Trish Goff,1,99,99,1,3,7,99
GoGoTales,Go Go Tales,0,5,3,99,99,99,99
GoingAllTheWay,Going All the Way,0,5,2,99,99,99,99
GoingGreek,Going Greek ,0,5,3,99,99,99,99
GomesLarissa,Larissa Gomes,1,99,99,1,99,7,2
GoneFishin,Gone Fishin',0,5,2,99,99,99,99
GoneInSixtySeconds,Gone in Sixty Seconds,0,5,3,99,99,99,99
GoodAdvice,Good Advice,0,5,3,99,99,99,99
GoodKids,Good Kids,0,5,4,99,99,99,99
GoodWife,Good Wife,0,5,4,99,99,99,99
Gorp,Gorp,0,5,1,99,99,99,99
Gossip,Gossip,0,5,3,99,99,99,99
GossipSpy,Gossip Spy,0,5,4,99,99,99,99
GotPapers,Got Papers?,0,5,3,99,99,99,99
GrandCentral,Grand Central,0,5,4,99,99,99,99
GrandePetite,Grande Petite,0,5,2,99,99,99,99
GreatExpectations,Great Expectations,0,5,2,99,99,99,99
GreenEva,Eva Green,1,99,99,1,3,2,1
Grindhouse,Grindhouse,0,5,3,99,99,99,99
GrowingUp,Growing Up,0,5,3,99,99,99,2
GrownUps,Grown Ups,0,5,4,99,99,99,99
GrownUps2 ,Grown Ups 2,0,5,4,99,99,99,99
GrumpierOldMen,Grumpier Old Men,0,5,2,99,99,99,99
GrumpyOldMen,Grumpy Old Men,0,5,2,99,99,99,99
Guinevere,Guinevere,0,1,2,99,99,99,99
GunblastVodka,Gunblast Vodka,0,5,3,99,99,99,99
GypsyEyes,Gypsy Eyes,0,5,2,99,99,99,99
H,H,0,5,2,99,99,99,99
Hackers,Hackers,0,5,2,99,99,99,99
HadesNight,Hades Night ,0,5,3,99,99,99,99
HallamFoe,Hallam Foe,0,5,3,99,99,99,99
HalloweenResurrection,Halloween: Resurrection,0,5,3,99,99,99,99
HandsOfAStranger,Hands of a Stranger,0,5,1,99,99,99,99
HannahDaryl,Daryl Hannah,1,99,99,1,1,7,2
HappyFoundingFathersDay,Happy (Founding) Father's Day,0,5,4,99,99,99,99
HappyValentinesDay,Happy Valentine's Day,0,5,4,99,99,99,99
HardCash,Hard Cash,0,5,3,99,99,99,99
HardCountry,Hard Country,0,5,1,99,99,99,99
Hardflip,Hardflip,0,5,4,99,99,99,99
HardKnox,Hard Knox,0,5,3,99,99,99,99
HardLabour,Hard Labour,0,5,3,99,99,99,99
HarryPotterAndTheOrderOfThePhoenix,Harry Potter and the Order of the Phoenix,0,5,3,99,99,99,99
Haunted,Haunted,0,5,2,99,99,99,99
HauntedEchoes,Haunted Echoes,0,5,3,99,99,99,99
HavingYou,Having You,0,5,4,99,99,99,99
HayekSalma,Salma Hayek,1,99,99,1,2,7,2
HeadeyLena,Lena Headey,1,99,99,1,3,2,2
HeadFullOfHoney,Head Full of Honey,0,5,4,99,99,99,99
Headspace,Headspace,0,5,3,99,99,99,99
HealedByGrace2,Healed by Grace 2,0,5,4,99,99,99,99
HeartOfStone,Heart of Stone ,0,5,3,99,99,99,99
Heat,Heat,0,5,2,99,99,99,99
Helen,Helen,0,5,3,99,99,99,99
HellsKitchen,Hell's Kitchen,0,5,2,99,99,99,99
HemingwayAndGellhorn,Hemingway & Gellhorn,0,5,4,99,99,99,99
HenryAndJune,Henry and June ,0,3,2,99,99,99,99
HenstridgeNatasha,Natasha Henstridge,1,99,99,1,3,7,2
HereComesTheBoom,Here Comes the Boom,0,5,4,99,99,99,99
Heresy,Heresy,0,5,4,99,99,99,99
HerSmell,Her Smell,0,5,4,99,99,99,99
High,High,0,5,1,99,99,99,99
Highball,Highball,0,5,2,99,99,99,99
HighCrimes,High Crimes,0,5,3,99,99,99,99
Highlander,Highlander,0,5,2,99,99,99,99
HighSpirits,High Spirits,0,5,1,99,99,99,99
HiLife,Hi-Life,0,5,2,99,99,99,99
HoldMeThrillMeKissMe,Hold Me Thrill Me Kiss Me,0,5,2,99,99,99,99
Holiday,Holiday,0,5,4,99,99,99,99
HollyLauren,Lauren Holly,1,99,99,1,2,7,2
HollywoodDreams,Hollywood Dreams,0,5,3,99,99,99,99
HolyLands,Holy Lands,0,5,4,99,99,99,99
HomeForTheHolidays,Home for the Holidays ,0,5,3,99,99,99,99
HomeInvasion,Home Invasion,0,5,4,99,99,99,99
HomeSweetHome,Home Sweet Home,0,5,3,99,99,99,99
Homework,Homework,0,5,3,99,99,99,99
Hook,Hook,0,5,2,99,99,99,99
Hooligans,Hooligans,0,5,3,99,99,99,99
Hoovey,Hoovey,0,5,4,99,99,99,99
Horror,Horror,0,5,4,99,99,99,99
Hotel,Hotel!,0,5,3,99,99,99,99
HotelBabylon,Hotel Babylon,0,5,3,99,99,99,99
HowDoYouKnow,How Do You Know,0,5,4,99,99,99,99
HowToBeALatinLover,How to Be a Latin Lover,0,5,4,99,99,99,99
HowToPlanAnOrgyInASmallTown,How to Plan an Orgy in a Small Town,0,5,4,99,99,99,99
HowWeMet,How We Met,0,5,4,99,99,99,99
HuettDominique,Dominique Huett,1,99,99,1,4,7,1
HusbandsAndWives,Husbands and Wives,0,5,2,99,99,99,99
Hush,Hush,0,5,2,99,99,99,99
HynesJessica,Jessica Hynes,1,99,99,1,3,2,2
HystericalBlindness,Hysterical Blindness,0,5,3,99,99,99,99
IAmMichael,I Am Michael,0,5,4,99,99,99,99
ICaptureTheCastle,I Capture the Castle,0,5,3,99,99,99,99
IceGirls,Ice Girls,0,5,4,99,99,99,99
IKnowWhatYouDid,I Know What You Did,0,5,2,99,99,99,99
IlCieloESemprePiuBlu,Il cielo è sempre più blu,0,5,2,99,99,99,99
IlFantasmaDellOpera,Il fantasma dell'opera,0,5,2,99,99,99,99
IlLadroDiBambini,Il ladro di bambini,0,5,2,99,99,99,99
ILoveYourWork,I Love Your Work,0,5,3,99,99,99,99
IlRaccantoDeiRaccantiTaleOfTales,Il racconto dei racconti - Tale of Tales,0,5,4,99,99,99,99
ImagineMeAndYou,Imagine Me and You,0,5,3,99,99,99,99
ImLosingYou,I'm Losing You,0,5,2,99,99,99,99
Inconceivable,Inconceivable,0,5,4,99,99,99,99
InDarkness,In Darkness,0,5,4,99,99,99,99
Indecision4,Indecision 4,0,5,4,99,99,99,99
Indiscretion,Indiscretion,0,5,4,99,99,99,99
InEnemyHands,In Enemy Hands,0,5,3,99,99,99,99
Infamous,Infamous,0,5,3,99,99,99,99
InFidelity,In Fidelity,0,5,4,99,99,99,99
InglouriousBasterds,Inglourious Basterds,0,2,3,99,99,99,99
Inhale,Inhale,0,5,4,99,99,99,99
InsideImDancing,Inside I'm Dancing,0,5,3,99,99,99,99
InspectorBarnaby,Inspector Barnaby,0,5,4,99,99,99,99
Insurgent,Insurgent,0,5,4,99,99,99,99
InternalAffairs,Internal Affairs,0,4,2,99,99,99,99
InTheDeepWoods,In the Deep Woods,0,5,2,99,99,99,99
InTheNameOfTheKingADungeonSiegeTale,In the Name of the King: A Dungeon Siege Tale,0,5,3,99,99,99,99
InTheNameOfTheKingTwoWorlds,In the Name of the King: Two Worlds,0,5,4,99,99,99,99
InTheShadowOfTheCobra,In the Shadow of the Cobra,0,5,3,99,99,99,99
InTheTimeOfTheButterflies,In The Time of the Butterflies,0,5,3,99,99,99,99
InTheValleyOfElah,In the Valley of Elah ,0,5,3,99,99,99,99
IntoMyHeart,Into My Heart,0,5,2,99,99,99,99
InVino,In Vino ,0,5,4,99,99,99,99
IOrigins,I Origins,0,5,4,99,99,99,99
Iowa,Iowa,0,5,3,99,99,99,99
IronMan1,Iron Man,0,4,3,99,99,99,99
IronMan2,Iron Man 2,0,4,3,99,99,99,99
IrreversibleChoices,Irreversible Choices,0,5,4,99,99,99,99
ISeeYoucom,I-See-You.com,0,5,3,99,99,99,99
Isole,Isole,0,5,4,99,99,99,99
ItHadToBeYou,It Had to Be You,0,5,3,99,99,99,99
IThinkIDo,I Think I Do,0,5,4,99,99,99,99
ItsLikeAWonderfulLifeOrWhatever,"It's, like, a Wonderful Life or Whatever?",0,5,4,99,99,99,99
ItsTheGoodTimesPumpkin,It's the... Good Times Pumpkin!,0,5,4,99,99,99,99
Ivanhoe,Ivanhoe,0,5,1,99,99,99,99
JackieEthelJoanTheWomenOfCamelot,"Jackie, Ethel, Joan: The Women of Camelot",0,5,3,99,99,99,99
JackPartOne,Jack: Part One,0,5,4,99,99,99,99
Jackpot,Jackpot,0,5,3,99,99,99,99
Jade,Jade,0,4,2,99,99,99,99
JaimeraisPasCreverUnDimanche,J'aimerais pas crever un dimanche,0,5,2,99,99,99,99
JakesWomen,Jake's Women,0,5,2,99,99,99,99
JamesBond007CasinoRoyale,James Bond 007: Casino Royale,0,5,3,99,99,99,99
JaneAustenInManhattan,Jane Austen in Manhattan,0,5,1,99,99,99,99
JasonMrazCantSing,Jason Mraz Can't Sing,0,5,4,99,99,99,99
JasonMrazIsAFather,Jason Mraz Is a Father!,0,5,4,99,99,99,99
JasonMrazLiveAtTheBowl,Jason Mraz: Live at the Bowl,0,5,4,99,99,99,99
JasonMrazsGreatestHits,Jason Mraz's Greatest Hits,0,5,4,99,99,99,99
Jawbreaker,Jawbreaker,0,5,2,99,99,99,99
JeanneLaPucelle2LesPrisons,Jeanne la Pucelle 2 - Les prisons,0,5,2,99,99,99,99
JeffersonInParis,Jefferson in Paris,0,5,2,99,99,99,99
Jenifer,Jenifer,0,5,3,99,99,99,99
JenniferEight,Jennifer Eight,0,4,2,99,99,99,99
JeremyFinkAndTheMeaningOfLife,Jeremy Fink and the Meaning of Life,0,5,4,99,99,99,99
JerryAndTom,Jerry and Tom,0,5,2,99,99,99,99
JesseStoneSeaChange,Jesse Stone Sea Change,0,5,3,99,99,99,99
JoesSoMeanToJosephine,Joe's So Mean to Josephine,0,5,2,99,99,99,99
JohannsGiftToChristmas,Johann's Gift to Christmas,0,5,2,99,99,99,99
JohnAdams,John Adams,0,5,3,99,99,99,99
JohnnyBeGood,Johnny Be Good,0,5,1,99,99,99,99
JohnnyBelinda,Johnny Belinda,0,5,1,99,99,99,99
JohnnysGirl,Johnny's Girl,0,5,2,99,99,99,99
JolieAngelina,Jolie Angelina,1,99,99,1,3,7,1
JournalDuneFemmeDeChambre,Journal d'une femme de chambre,0,5,4,99,99,99,99
JuddAshley,Ashley Judd,1,99,99,1,2,7,2
JugFace,Jug Face,0,5,4,99,99,99,99
JungleFever,JungleFever,0,3,2,99,99,99,99
Junkhearts,Junkhearts,0,5,4,99,99,99,99
JustDesserts,Just Desserts,0,5,3,99,99,99,99
JusteLaFinDuMonde,Juste la fin du monde,0,5,4,99,99,99,99
JustGoWithIt,Just Go with It,0,5,4,99,99,99,99
JusticeLeague,Justice League,0,5,4,99,99,99,99
JustOneMoreDay,Just One More Day,0,5,4,99,99,99,99
JveuxPasQueTuTenAilles,J'veux pas que tu t'en ailles,0,5,3,99,99,99,99
K9PI,K-9: P.I.,0,3,3,99,99,99,99
KatPlusOne,Kat Plus One,0,5,3,99,99,99,99
KeepingUpWithTheSteins,Keeping Up with the Steins,0,1,3,99,99,99,99
KellyMinka,Minka Kelly,1,99,99,1,3,7,1
KendallKatherine,Katherine Kendall,1,99,99,1,2,7,1
KerrHeather,Heather Kerr,1,99,99,1,2,7,1
KevinOfTheNorth,Kevin of the North,0,5,3,99,99,99,99
Kidnapped,Kidnapped,0,5,4,99,99,99,99
KidsInLove,Kids in Love,0,5,4,99,99,99,99
KillBillVol1,Kill Bill: Vol. 1,0,1,3,99,99,99,99
KillBillVol2,Kill Bill: Vol. 2,0,1,3,99,99,99,99
KillingGround,Killing Ground,0,5,4,99,99,99,99
KillingYard,Killing Yard,0,4,3,99,99,99,99
KillYourFriends,Kill Your Friends,0,5,4,99,99,99,99
KingLear,King Lear,0,5,3,99,99,99,99
KingOfTexas,King of Texas,0,5,3,99,99,99,99
KingOfTheJungle,King of the Jungle,0,5,3,99,99,99,99
KingsglaiveFinalFantasyXV,Kingsglaive: Final Fantasy XV,0,5,4,99,99,99,99
Kingshighway,Kingshighway,0,5,4,99,99,99,99
KirshnerMia,Mia Kirshner,1,99,99,1,3,7,2
KissAndTell,Kiss & Tell,0,5,2,99,99,99,99
KissAtPineLake,Kiss at Pine Lake,0,5,4,99,99,99,99
KissDaddyGoodnight,Kiss Daddy Goodnight,0,5,1,99,99,99,99
KissTheGirls,Kiss the Girls,0,4,2,99,99,99,99
KlattNannette,Nannette Klatt,1,99,99,1,99,99,1
KlinikUnterPalmen,Klinik unter Palmen,0,5,4,99,99,99,99
Krull,Krull,0,5,1,99,99,99,99
Kuffs,Kuffs,0,5,2,99,99,99,99
KungFuKiller,Kung Fu Killer,0,5,3,99,99,99,99
KungFuPanda,Kung Fu Panda,0,5,3,99,99,99,99
KungFuPanda2,Kung Fu Panda 2,0,5,4,99,99,99,99
KungFuPanda3,Kung Fu Panda 3,0,5,4,99,99,99,99
Kursk,Kursk,0,5,4,99,99,99,99
LaBatailleDHernani,La bataille d'Hernani,0,5,3,99,99,99,99
LaBelleEtLaBete,La belle et la bête,0,5,4,99,99,99,99
LaBellePersonne,La belle personne,0,5,3,99,99,99,99
LaChiesa,La chiesa,0,5,1,99,99,99,99
LaChispaDeLaVida,La chispa de la vida,0,5,4,99,99,99,99
LaClasseDuBrevet,La classe du brevet,0,5,3,99,99,99,99
LaCostaHighMorningNews,La Costa High Morning News,0,5,4,99,99,99,99
LaDesenchantee,La Desenchantee,0,5,2,99,99,99,99
LaDune,La dune,0,5,4,99,99,99,99
LadyOfTheNight,Lady of the Night,0,5,4,99,99,99,99
LaFilleDe15Ans,La Fille de 15 ans,0,5,1,99,99,99,99
LageDesTenebres,L'âge des ténèbres,0,5,3,99,99,99,99
LaGranVida,La gran vida,0,5,3,99,99,99,99
LaHautUnRoiAuDessusDesNuages,"Là-haut, un roi au-dessus des nuages",0,5,3,99,99,99,99
LaidToRest,Laid to Rest,0,5,3,99,99,99,99
LakePlacid,Lake Placid,0,5,2,99,99,99,99
LaMaison,La maison,0,5,3,99,99,99,99
LaMeridienne,La Meridienne,0,5,1,99,99,99,99
LandOfTheDead,Land of the Dead,0,3,3,99,99,99,99
LanternHill,Lantern Hill,0,5,1,99,99,99,99
LaraCroftTombRaider,Lara Croft Tomb Raider,0,4,3,99,99,99,99
LaraCroftTombRaiderTheCradleOfLife,Lara Croft Tomb Raider: The Cradle of Life,0,4,3,99,99,99,99
LaReineMargot,La Reine Margot,0,1,2,99,99,99,99
LargoDesolato,Largo Desolato,0,5,2,99,99,99,99
LargoWinch,Largo Winch,0,5,3,99,99,99,99
LarryGayeRenegadeMaleFlightAttendant,Larry Gaye: Renegade Male Flight Attendant,0,5,4,99,99,99,99
LartDaimer,L'art d'aimer,0,5,4,99,99,99,99
LaScienceDesReves,La science des rêves,0,5,3,99,99,99,99
LaSindromeDiStendhal,La sindrome di Stendhal,0,5,2,99,99,99,99
LaSireneRouge,La sirène rouge,0,5,3,99,99,99,99
LastActionHero,Last Action Hero,0,5,2,99,99,99,99
LastDays,Last Days,0,5,3,99,99,99,99
LastDaysOnMars,Last Days on Mars,0,5,4,99,99,99,99
LastExitReno,Last Exit Reno,0,5,2,99,99,99,99
LastNight,Last Night,0,5,2,99,99,99,99
LateNightGirls,Late Night Girls,0,5,3,99,99,99,99
LaTerzaMadre,La terza madre,0,5,3,99,99,99,99
LaubergeEspagnole,L auberge espagnole,0,5,3,99,99,99,99
LaughKillerLaugh,Laugh Killer Laugh,0,5,4,99,99,99,99
LaurelCanyon,Laurel Canyon,0,5,3,99,99,99,99
LaVieDadele,La vie d'Adèle,0,5,4,99,99,99,99
LaVoieEstLibre,La voie est libre,0,5,2,99,99,99,99
Layover,Layover,0,5,4,99,99,99,99
LeahAndChelseaHaveASleepover,Leah and Chelsea have a Sleepover,0,5,4,99,99,99,99
LeAmicheDelCuore,Le amiche del cuore,0,5,2,99,99,99,99
Learners,Learners,0,5,3,99,99,99,99
LeavesOfTheTree,Leaves of the Tree,0,5,4,99,99,99,99
LeBoeufClandestin,Le boeuf clandestin,0,5,2,99,99,99,99
LeBruitDesGensAutour,Le bruit des gens autour,0,5,3,99,99,99,99
LeChampignonDesCarpathes,Le champignon des Carpathes,0,5,2,99,99,99,99
LechappeeBelle,L'échappée belle,0,5,2,99,99,99,99
LeClanDesLanzac,Le clan des Lanzac,0,5,4,99,99,99,99
LeConfessioni,Le confessioni,0,5,4,99,99,99,99
Legacy,Legacy,0,5,4,99,99,99,99
LegalEagles,Legal Eagles,0,3,1,99,99,99,99
LeGrandBleu,Le Grand Bleu,0,5,1,99,99,99,99
LeIntermittenzeDelCuore,Le intermittenze del cuore,0,5,3,99,99,99,99
LenfantDenHaut,L'enfant d'en haut,0,5,4,99,99,99,99
LenfantDuSecret,L'enfant du secret,0,5,2,99,99,99,99
Leningrad,Leningrad,0,5,3,99,99,99,99
LeParadisAbsolument,Le paradis absolument,0,5,2,99,99,99,99
LePereGoriot,Le père Goriot,0,5,3,99,99,99,99
LeRagazzeDiPiazzaDiSpagna,Le ragazze di Piazza di Spagna,0,5,2,99,99,99,99
LeRomanDeMaFemme,Le roman de ma femme,0,5,4,99,99,99,99
LeRougeEtLeNoir,Le Rouge et Le Noir,0,5,2,99,99,99,99
LesAdieuxALaReine,Les adieux à la reine,0,5,4,99,99,99,99
LesAmantsDuNil,Les amants du Nil,0,5,3,99,99,99,99
LeScaphandreEtLePapillon,Le scaphandre et le papillon,0,5,3,99,99,99,99
LesCentEtUneNuitsDeSimonCinema,Les cent et une nuits de Simon Cinema,0,5,2,99,99,99,99
LesChateauxDeSable,Les châteaux de sable,0,5,4,99,99,99,99
LesFemmesOntToujoursRaison,Les femmes ont toujours raison,0,5,3,99,99,99,99
LesFillesDuMaitreDeChai,Les filles du maître de chai,0,5,2,99,99,99,99
LesHeritiers,Les héritiers,0,5,2,99,99,99,99
LesHeuresSouterraines,Les heures souterraines,0,5,4,99,99,99,99
LesJeuxDeSociete,Les jeux de société,0,5,1,99,99,99,99
LesLiensDuCoeur,Les liens du coeur,0,5,2,99,99,99,99
LesMendiants,Les mendiants,0,5,1,99,99,99,99
LesMiserables,Les Miserables,0,5,2,99,99,99,99
LesMoissonsDeLocean,Les moissons de l'océan,0,5,2,99,99,99,99
LesMorsuresDeLaube,Les morsures de l'aube,0,5,3,99,99,99,99
LesSaisonsDuPlaisir,Les saisons du plaisir,0,5,1,99,99,99,99
LesVacancesDeClemence,Les Vacances de Clemence,0,5,3,99,99,99,99
LeSyndromeDeLecossais,Le Syndrome de l'Ecossais,0,5,4,99,99,99,99
LeteProchain,L' été Prochain,0,5,1,99,99,99,99
LethalWeapon2,Lethal Weapon 2,0,5,1,99,99,99,99
Letincelle,L'étincelle,0,5,1,99,99,99,99
LetTheGameBegin,Let the Game Begin,0,5,3,99,99,99,99
LewisAndClarkAndGeorge,Lewis & Clark & George,0,5,2,99,99,99,99
LiarsAll,Liars All,0,5,4,99,99,99,99
Liberty,Liberty,0,5,4,99,99,99,99
LifeOnTheLedge,Life On The Ledge,0,5,3,99,99,99,99
LifeOrSomethingLikeIt,Life or Something Like It,0,5,3,99,99,99,99
LightAndTheSufferer,Light and the Sufferer,0,5,3,99,99,99,99
LikeDandelionDust,Like Dandelion Dust,0,5,3,99,99,99,99
LisaPicardIsFamous,Lisa Picard Is Famous,0,5,3,99,99,99,99
LiseOuLaffabulatrice,Lise ou L'affabulatrice,0,5,2,99,99,99,99
LittleCity,Little City,0,5,2,99,99,99,99
LittleRoy,Little Roy,0,5,4,99,99,99,99
LiveWire,Live Wire,0,5,2,99,99,99,99
LivingTheDream,Living the Dream,0,5,3,99,99,99,99
LivingWithTheDead,Living with the Dead,0,5,3,99,99,99,99
LizzieAndSarah,Lizzie and Sarah,0,5,4,99,99,99,99
LOL,LOL,0,5,4,99,99,99,99
London,London,0,5,3,99,99,99,99
LondonFields,London Fields,0,5,4,99,99,99,99
LonelyHearts,Lonely Hearts,0,5,3,99,99,99,99
LookAway,Look Away,0,5,4,99,99,99,99
LookingForAnEcho,Looking for an Echo,0,5,3,99,99,99,99
LookingForJimmy,Looking for Jimmy,0,5,3,99,99,99,99
LookinToGetOut,Lookin to get out,0,5,1,99,99,99,99
LooksTwice,Looks Twice,0,5,3,99,99,99,99
LookWhosTalkingNow,Look Who's Talking Now,0,5,2,99,99,99,99
LostCatCorona,Lost Cat Corona,0,5,4,99,99,99,99
LotusEaters,Lotus Eaters,0,5,4,99,99,99,99
Lourdes,Lourdes,0,5,3,99,99,99,99
LoveAndFriendship,Love & Friendship,0,5,4,99,99,99,99
LoveAndHumanRemains,Love & Human Remains,0,5,2,99,99,99,99
LoveAndOtherDisasters,Love and Other Disasters,0,5,3,99,99,99,99
LoveComeDown,Love Come Down,0,5,3,99,99,99,99
LoveCrimes,Love Crimes,0,1,2,99,99,99,99
LovedUp,Loved Up,0,5,2,99,99,99,99
